 802  4371.2450     P -0.7100 06L -0.7300 10  V76b      232959.1500    8     3d  2F    255829.5000    8     4f  G4*  0.0023  0.0023  0.0023
 802  4332.3320     P -2.0200     -2.0200     V65b      232753.7330    8     3d  4D    255829.5000    8     4f  G4*  0.0006  0.0006  0.0006
 802  4083.8950        0.1500      0.1500     V48b      231349.9870    6     3d  4F    255829.5000    8     4f  G4*  0.4283  0.4283  0.4283
 802  4340.3280        0.7300 06   0.7000 10  V76b      232796.2090    6     3d  2F    255829.5000    8     4f  G4*  0.3540  0.3540  0.3540
 802  4331.1300       -0.9800     -0.9800     V65b      232747.4850    6     3d  4D    255829.5000    8     4f  G4*  0.1227  0.1227  0.1227
 802  4677.0680       -0.8100     -0.8100     V91       234454.5700    6     3d  2D    255829.5000    8     4f  G4*  0.0457  0.0457  0.0457
 802  4278.3620     P -1.6100     -1.6100               232462.6430    6     3d  4P    255829.5000    8     4f  G4*  0.0000  0.0000  0.0000
 802  4137.7160     P -1.6600 06L -2.0300     V46a      231530.1490   10     3d  4F    255691.2600    8     4f  D3*  0.0014  0.0014  0.0014
 802  4120.273              *           *                         *    8     3d  4F              *    8     4f  D3*  0.0002  0.0002  0.0002
 802  4397.8550       -0.9700     -0.9700     V75a      232959.1500    8     3d  2F    255691.2600    8     4f  D3*  0.0037  0.0037  0.0037
 802  4358.4510       -0.1400 06L -0.8100     V63a      232753.7330    8     3d  4D    255691.2600    8     4f  D3*  0.0260  0.0260  0.0260
 802  4107.0910       -3.9000 06L -0.1600     V46a      231349.9870    6     3d  4F    255691.2600    8     4f  D3*  0.1731  0.1731  0.1731
 802  4366.5300       -0.9200     -0.9200     V75a      232796.2090    6     3d  2F    255691.2600    8     4f  D3*  0.0497  0.0497  0.0497
 802  4357.2520       -0.9200 06L -1.6200     V63a      232747.4850    6     3d  4D    255691.2600    8     4f  D3*  0.0794  0.0794  0.0794
 802  4707.4840       -1.4900     -1.4900     V89a      234454.5700    6     3d  2D    255691.2600    8     4f  D3*  0.0145  0.0145  0.0145
 802  4303.8250        0.6700 06   0.6400 10  V53a      232462.6430    6     3d  4P    255691.2600    8     4f  D3*  0.6520  0.6520  0.6520
 802  4065.0440       -1.2400 06L -1.1200     V50b      231530.1490   10     3d  4F    256123.1500    8     4f  F3*  0.0161  0.0161  0.0161
 802  4048.2140       -0.3800 06L -0.3700     V50b      231427.8700    8     3d  4F    256123.1500    8     4f  F3*  0.0944  0.0944  0.0944
 802  4315.8280       -0.3400     -0.3400     V78b      232959.1500    8     3d  2F    256123.1500    8     4f  F3*  0.0464  0.0464  0.0464
 802  4277.8920       -0.1800 06  -0.1800 10  V67b      232753.7330    8     3d  4D    256123.1500    8     4f  F3*  0.1544  0.1544  0.1544
 802  4035.4610       -1.1300 06L -4.0100     V50b      231349.9870    6     3d  4F    256123.1500    8     4f  F3*  0.0012  0.0012  0.0012
 802  4285.6870       -2.2300     -2.2300     V78b      232796.2090    6     3d  2F    256123.1500    8     4f  F3*  0.2984  0.2984  0.2984
 802  4276.7480        0.6000 06   0.6000 10  V67b      232747.4850    6     3d  4D    256123.1500    8     4f  F3*  0.3145  0.3145  0.3145
 802  4613.6810       -1.0400     -1.0400     V92b      234454.5700    6     3d  2D    256123.1500    8     4f  F3*  0.0737  0.0737  0.0737
 802  4225.2620     P -0.9000     -0.9000               232462.6430    6     3d  4P    256123.1500    8     4f  F3*  0.0009  0.0009  0.0009
 802  4061.7500     P -2.8300     -2.8300     V50a      231530.1490   10     3d  4F    256143.1300    8     4f  F4*  0.0018  0.0018  0.0018
 802  4044.9420       -1.6200     -1.6200     V50a      231427.8700    8     3d  4F    256143.1300    8     4f  F4*  0.0240  0.0240  0.0240
 802  4312.1070       -0.2400 06L -0.4300     V78a      232959.1500    8     3d  2F    256143.1300    8     4f  F4*  0.0978  0.0978  0.0978
 802  4274.2400       -0.5400     -0.5400     V67a      232753.7330    8     3d  4D    256143.1300    8     4f  F4*  0.0348  0.0348  0.0348
 802  4032.2480       -1.6200     -1.6200     V50a      231349.9870    6     3d  4F    256143.1300    8     4f  F4*  0.0166  0.0166  0.0166
 802  4282.0150     P -1.6800 06  -1.3500     V78a      232796.2090    6     3d  2F    256143.1300    8     4f  F4*  0.0017  0.0017  0.0017
 802  4273.1040       -1.3800     -1.3800     V67a      232747.4850    6     3d  4D    256143.1300    8     4f  F4*  0.0807  0.0807  0.0807
 802  4609.4420        0.7100 06   0.6700 10  V92a      234454.5700    6     3d  2D    256143.1300    8     4f  F4*  0.7253  0.7253  0.7253
 802  4221.7030       -1.3000     -1.3000               232462.6430    6     3d  4P    256143.1300    8     4f  F4*  0.0175  0.0175  0.0175
 802  4126.0920     P -1.8100 06L -1.8000 10  V48c      231530.1490   10     3d  4F    255759.3200    8     4f  G3*  0.0001  0.0001  0.0001
 802  4108.7530       -0.1600 06L -0.1500 10  V48c      231427.8700    8     3d  4F    255759.3200    8     4f  G3*  0.0544  0.0544  0.0544
 802  4384.7000     P -2.3400     -2.3400     V76c      232959.1500    8     3d  2F    255759.3200    8     4f  G3*  0.0023  0.0023  0.0023
 802  4345.5490     P -0.7100     -0.7100     V65c      232753.7330    8     3d  4D    255759.3200    8     4f  G3*  0.0495  0.0495  0.0495
 802  4095.6440        0.6500 06   0.6500 10  V48c      231349.9870    6     3d  4F    255759.3200    8     4f  G3*  0.2965  0.2965  0.2965
 802  4353.5940        0.2200      0.2200     V76c      232796.2090    6     3d  2F    255759.3200    8     4f  G3*  0.1623  0.1623  0.1623
 802  4344.4200       -1.7600     -1.7600     V65c      232747.4850    6     3d  4D    255759.3200    8     4f  G3*  0.1890  0.1890  0.1890
 802  4692.4760     P -3.4600     -3.4600               234454.5700    6     3d  2D    255759.3200    8     4f  G3*  0.0000  0.0000  0.0000
 802  4291.2540       -0.2300     -0.2300     V55       232462.6430    6     3d  4P    255759.3200    8     4f  G3*  0.2459  0.2459  0.2459
 802  4120.5080     P -2.9000     -2.9000     V46a      231427.8700    8     3d  4F    255689.8800    6     4f  D3*  0.0005  0.0005  0.0005
 802  4398.0950     P -1.7100 06L -4.6200     V75a      232959.1500    8     3d  2F    255689.8800    6     4f  D3*  0.0004  0.0004  0.0004
 802  4358.7050     P -1.8600     -1.8600     V63a      232753.7330    8     3d  4D    255689.8800    6     4f  D3*  0.0020  0.0020  0.0020
 802  4107.3330       -1.4400     -1.4400     V46a      231349.9870    6     3d  4F    255689.8800    6     4f  D3*  0.0161  0.0161  0.0161
 802  4366.7920     P -3.0100 06L -2.0700     V75a      232796.2090    6     3d  2F    255689.8800    6     4f  D3*  0.0093  0.0093  0.0093
 802  4357.5180     P -1.3600     -1.3600     V63a      232747.4850    6     3d  4D    255689.8800    6     4f  D3*  0.0000  0.0000  0.0000
 802  4707.8110       -0.1900 06L -0.6200     V89a      234454.5700    6     3d  2D    255689.8800    6     4f  D3*  0.0318  0.0318  0.0318
 802  4304.0800     P -0.9100     -0.9100     V53a      232462.6430    6     3d  4P    255689.8800    6     4f  D3*  0.0317  0.0317  0.0317
 802  4098.2430       -0.0800     -0.0800     V46a      231296.0400    4     3d  4F    255689.8800    6     4f  D3*  0.3333  0.3333  0.3333
 802  4357.2520       -1.7700     -1.7700     V63a      232745.9010    4     3d  4D    255689.8800    6     4f  D3*  0.0161  0.0161  0.0161
 802  4696.3470       -1.3400 04  -0.9800     V89a      234402.7300    4     3d  2D    255689.8800    6     4f  D3*  0.0413  0.0413  0.0413
 802  4317.7000       -0.1100     -0.1100     V53a      232535.8600    4     3d  4P    255689.8800    6     4f  D3*  0.1501  0.1501  0.1501
 802  4491.2270        0.4800 06   0.5200 10  V86a      233430.4700    4     3d  2P    255689.8800    6     4f  D3*  0.3011  0.3011  0.3011
 802  2319.6870             *           *               212593.7300    4     2p4 2P    255689.8800    6     4f  D3*  0.0663  0.0663  0.0663
 802  4054.0810       -1.1300 06L -1.2200     V50c      231427.8700    8     3d  4F    256087.7000    6     4f  F2*  0.0140  0.0140  0.0140
 802  4322.4450       -1.3700     -1.3700     V78c      232959.1500    8     3d  2F    256087.7000    6     4f  F2*  0.0068  0.0068  0.0068
 802  4284.3930       -1.4700 06L -1.4740 10  V67c      232753.7330    8     3d  4D    256087.7000    6     4f  F2*  0.0123  0.0123  0.0123
 802  4041.2890       -0.5500 06L -0.7700     V50c      231349.9870    6     3d  4F    256087.7000    6     4f  F2*  0.0331  0.0331  0.0331
 802  4292.2110       -1.7700     -1.7700     V78c      232796.2090    6     3d  2F    256087.7000    6     4f  F2*  0.1864  0.1864  0.1864
 802  4283.2490       -0.0700 06  -0.0700 10  V67c      232747.4850    6     3d  4D    256087.7000    6     4f  F2*  0.0653  0.0653  0.0653
 802  4621.2720       -1.1500     -1.1500     V92c      234454.5700    6     3d  2D    256087.7000    6     4f  F2*  0.0429  0.0429  0.0429
 802  4231.6020     P -1.5900     -1.5900               232462.6430    6     3d  4P    256087.7000    6     4f  F2*  0.0000  0.0000  0.0000
 802  4032.4830       -1.2600 06L -1.9400     V50c      231296.0400    4     3d  4F    256087.7000    6     4f  F2*  0.0049  0.0049  0.0049
 802  4282.9640        0.4200 06   0.4200 10  V67c      232745.9010    4     3d  4D    256087.7000    6     4f  F2*  0.3230  0.3230  0.3230
 802  4610.2030       -0.1700     -0.1700     V92c      234402.7300    4     3d  2D    256087.7000    6     4f  F2*  0.3062  0.3062  0.3062
 802  4244.7580     P -0.7200     -0.7200               232535.8600    4     3d  4P    256087.7000    6     4f  F2*  0.0006  0.0006  0.0006
 802  4412.3630     P -1.3800     -1.3800               233430.4700    4     3d  2P    256087.7000    6     4f  F2*  0.0013  0.0013  0.0013
 802  2298.461              *           *                         *    4      *  2P              *    6     4f  F2*  0.0032  0.0032  0.0032
 802  4047.7990       -1.8000     -1.8000     V50b      231427.8700    8     3d  4F    256125.7200    6     4f  F3*  0.0113  0.0113  0.0113
 802  4315.3930       -1.6800 06  -2.3600     V78b      232959.1500    8     3d  2F    256125.7200    6     4f  F3*  0.0025  0.0025  0.0025
 802  4277.4390       -1.5100     -1.5100     V67b      232753.7330    8     3d  4D    256125.7200    6     4f  F3*  0.0096  0.0096  0.0096
 802  4035.0680       -1.1300     -1.1300     V50b      231349.9870    6     3d  4F    256125.7200    6     4f  F3*  0.0523  0.0523  0.0523
 802  4285.2110     P -0.3700 06L -0.5500     V78b      232796.2090    6     3d  2F    256125.7200    6     4f  F3*  0.0010  0.0010  0.0010
 802  4276.2810       -0.9300     -0.9300     V67b      232747.4850    6     3d  4D    256125.7200    6     4f  F3*  0.1577  0.1577  0.1577
 802  4613.1370       -0.5900 06  -0.6400 10  V92b      234454.5700    6     3d  2D    256125.7200    6     4f  F3*  0.0767  0.0767  0.0767
 802  4224.7960       -1.3600     -1.3600               232462.6430    6     3d  4P    256125.7200    6     4f  F3*  0.0059  0.0059  0.0059
 802  4026.3120       -1.9100     -1.9100     V50b      231296.0400    4     3d  4F    256125.7200    6     4f  F3*  0.0096  0.0096  0.0096
 802  4275.9940       -0.5200     -0.5200     V67b      232745.9010    4     3d  4D    256125.7200    6     4f  F3*  0.2183  0.2183  0.2183
 802  4602.1280        0.5600 06   0.5100 10  V92b      234402.7300    4     3d  2D    256125.7200    6     4f  F3*  0.3851  0.3851  0.3851
 802  4237.9300       -0.9900     -0.9900               232535.8600    4     3d  4P    256125.7200    6     4f  F3*  0.0216  0.0216  0.0216
 802  4404.9500       -1.0900     -1.0900               233430.4700    4     3d  2P    256125.7200    6     4f  F3*  0.0369  0.0369  0.0369
 802  2296.454              *           *                         *    4      *  2P              *    6     4f  F3*  0.0116  0.0116  0.0116
 802  4099.6340     P -1.8300 06L -3.3600     V46b      231427.8700    8     3d  4F    255813.4100    6     4f  D2*  0.0001  0.0001  0.0001
 802  4374.2950       -1.5000     -1.5000     V75b      232959.1500    8     3d  2F    255813.4100    6     4f  D2*  0.0018  0.0018  0.0018
 802  4335.3620       -0.9200 06L -1.4200     V63b      232753.7330    8     3d  4D    255813.4100    6     4f  D2*  0.0127  0.0127  0.0127
 802  4086.5820     P -2.5000 06L -1.4400     V46b      231349.9870    6     3d  4F    255813.4100    6     4f  D2*  0.0097  0.0097  0.0097
 802  4343.3560     P -1.0300     -1.0300     V75b      232796.2090    6     3d  2F    255813.4100    6     4f  D2*  0.0057  0.0057  0.0057
 802  4334.1860       -0.4400 06L -0.4100     V63b      232747.4850    6     3d  4D    255813.4100    6     4f  D2*  0.0771  0.0771  0.0771
 802  4680.5830       -1.1600     -1.1600     V89b      234454.5700    6     3d  2D    255813.4100    6     4f  D2*  0.0119  0.0119  0.0119
 802  4281.3180        0.0100 06   0.0000 10  V53b      232462.6430    6     3d  4P    255813.4100    6     4f  D2*  0.1105  0.1105  0.1105
 802  4077.5900     P -3.7600 06L -2.9800     V46b      231296.0400    4     3d  4F    255813.4100    6     4f  D2*  0.0019  0.0019  0.0019
 802  4333.8830     P -0.8300 06L -0.8500     V63b      232745.9010    4     3d  4D    255813.4100    6     4f  D2*  0.0001  0.0001  0.0001
 802  4669.2660       -1.0300     -1.0300     V89b      234402.7300    4     3d  2D    255813.4100    6     4f  D2*  0.0508  0.0508  0.0508
 802  4294.7810        0.3800 06   0.3600 10  V53b      232535.8600    4     3d  4P    255813.4100    6     4f  D2*  0.4868  0.4868  0.4868
 802  4466.4150       -0.0500     -0.0500     V86b      233430.4700    4     3d  2P    255813.4100    6     4f  D2*  0.1991  0.1991  0.1991
 802  2313.0770             *           *               212593.7300    4     2p4 2P    255813.4100    6     4f  D2*  0.0317  0.0317  0.0317
 802  4109.2870       -1.7200 06L -1.7100 10  V48c      231427.8700    8     3d  4F    255756.0700    6     4f  G3*  0.0018  0.0018  0.0018
 802  4385.3250     P -4.4600     -4.4600     V76c      232959.1500    8     3d  2F    255756.0700    6     4f  G3*  0.0005  0.0005  0.0005
 802  4346.1590       -2.1200     -2.1200     V65c      232753.7330    8     3d  4D    255756.0700    6     4f  G3*  0.0029  0.0029  0.0029
 802  4096.1880       -0.2700 06  -0.2670 10  V48c      231349.9870    6     3d  4F    255756.0700    6     4f  G3*  0.0962  0.0962  0.0962
 802  4354.1780       -4.1900     -4.1900     V76c      232796.2090    6     3d  2F    255756.0700    6     4f  G3*  0.0072  0.0072  0.0072
 802  4344.9580       -1.4700     -1.4700     V65c      232747.4850    6     3d  4D    255756.0700    6     4f  G3*  0.0063  0.0063  0.0063
 802  4693.1950       -0.9100     -0.9100               234454.5700    6     3d  2D    255756.0700    6     4f  G3*  0.0339  0.0339  0.0339
 802  4291.8570       -1.6300     -1.6300     V55       232462.6430    6     3d  4P    255756.0700    6     4f  G3*  0.0135  0.0135  0.0135
 802  4087.1520        0.5200 06   0.5300 10  V48c      231296.0400    4     3d  4F    255756.0700    6     4f  G3*  0.5418  0.5418  0.5418
 802  4344.6830     P -2.8000     -2.8000     V65c      232745.9010    4     3d  4D    255756.0700    6     4f  G3*  0.0001  0.0001  0.0001
 802  4681.800              *           *                         *    4     3d  2D              *    6     4f  G3*  0.0003  0.0003  0.0003
 802  4305.3900       -0.8000     -0.8000     V55       232535.8600    4     3d  4P    255756.0700    6     4f  G3*  0.0648  0.0648  0.0648
 802  4477.9040       -0.2300     -0.2300     V88       233430.4700    4     3d  2P    255756.0700    6     4f  G3*  0.1883  0.1883  0.1883
 802  2316.1390             *           *               212593.7300    4     2p4 2P    255756.0700    6     4f  G3*  0.0422  0.0422  0.0422
 802  4041.9510       -1.2600 06L -1.3500     V50c      231349.9870    6     3d  4F    256083.5100    4     4f  F2*  0.0213  0.0213  0.0213
 802  4292.9540       -2.4300     -2.4300     V78c      232796.2090    6     3d  2F    256083.5100    4     4f  F2*  0.0107  0.0107  0.0107
 802  4284.0020       -1.3400 06  -1.3340 10  V67c      232747.4850    6     3d  4D    256083.5100    4     4f  F2*  0.0289  0.0289  0.0289
 802  4622.1400     P -2.6100     -2.6100     V92c      234454.5700    6     3d  2D    256083.5100    4     4f  F2*  0.0011  0.0011  0.0011
 802  4232.3530     P -2.2700     -2.2700               232462.6430    6     3d  4P    256083.5100    4     4f  F2*  0.0004  0.0004  0.0004
 802  4033.1550       -0.6600 06L -0.8500     V50c      231296.0400    4     3d  4F    256083.5100    4     4f  F2*  0.0634  0.0634  0.0634
 802  4283.7270       -0.1800 06  -0.1900 10  V67c      232745.9010    4     3d  4D    256083.5100    4     4f  F2*  0.3021  0.3021  0.3021
 802  4611.0700       -1.5600     -1.5600     V92c      234402.7300    4     3d  2D    256083.5100    4     4f  F2*  0.0119  0.0119  0.0119
 802  4245.5190       -0.9600     -0.9600               232535.8600    4     3d  4P    256083.5100    4     4f  F2*  0.0093  0.0093  0.0093
 802  4413.1790     P -1.3300     -1.3300               233430.4700    4     3d  2P    256083.5100    4     4f  F2*  0.0117  0.0117  0.0117
 802  2298.681              *           *                         *    4      *  2P              *    4     4f  F2*  0.0019  0.0019  0.0019
 802  4277.4270        0.2100 06   0.2100 10  V67c      232711.5630    2     3d  4D    256083.5100    4     4f  F2*  0.4194  0.4194  0.4194
 802  4257.5490       -0.2800     -0.2800               232602.4080    2     3d  4P    256083.5100    4     4f  F2*  0.0466  0.0466  0.0466
 802  4435.5060       -0.7300     -0.7300               233544.5200    2     3d  2P    256083.5100    4     4f  F2*  0.0622  0.0622  0.0622
 802  2307.619              *           *                         *    2      *  2P              *    4     4f  F2*  0.0090  0.0090  0.0090
 802  4086.7140     P -3.1300     -3.1300     V46b      231349.9870    6     3d  4F    255812.6200    4     4f  D2*  0.0004  0.0004  0.0004
 802  4343.5050     P -1.8600 06L -1.8900     V75b      232796.2090    6     3d  2F    255812.6200    4     4f  D2*  0.0026  0.0026  0.0026
 802  4334.3290     P -1.2700     -1.2700     V63b      232747.4850    6     3d  4D    255812.6200    4     4f  D2*  0.0209  0.0209  0.0209
 802  4680.7650     P -1.3400 06L -1.6400     V89b      234454.5700    6     3d  2D    255812.6200    4     4f  D2*  0.0060  0.0060  0.0060
 802  4281.4550     P -1.9500     -1.9500     V53b      232462.6430    6     3d  4P    255812.6200    4     4f  D2*  0.0080  0.0080  0.0080
 802  4077.7150       -1.5400     -1.5400     V46b      231296.0400    4     3d  4F    255812.6200    4     4f  D2*  0.0173  0.0173  0.0173
 802  4334.0290       -0.8200     -0.8200     V63b      232745.9010    4     3d  4D    255812.6200    4     4f  D2*  0.0324  0.0324  0.0324
 802  4669.4270       -0.3800 06L -0.6100     V89b      234402.7300    4     3d  2D    255812.6200    4     4f  D2*  0.0618  0.0618  0.0618
 802  4294.9220     P -0.4700     -0.4700     V53b      232535.8600    4     3d  4P    255812.6200    4     4f  D2*  0.1715  0.1715  0.1715
 802  4466.5930     P -0.4900 06  -0.4350 10  V86b      233430.4700    4     3d  2P    255812.6200    4     4f  D2*  0.0353  0.0353  0.0353
 802  2313.0770             *           *               212593.7300    4     2p4 2P    255812.6200    4     4f  D2*  0.0113  0.0113  0.0113
 802  4327.5890     P -2.4800     -2.4800     V63b      232711.5630    2     3d  4D    255812.6200    4     4f  D2*  0.0307  0.0307  0.0307
 802  4307.2330       -0.0500     -0.0500     V53b      232602.4080    2     3d  4P    255812.6200    4     4f  D2*  0.3314  0.3314  0.3314
 802  4489.4862        0.2100 06   0.2600 10  V86b      233544.5200    2     3d  2P    255812.6200    4     4f  D2*  0.2154  0.2154  0.2154
 802  2322.1420             *           *               212762.1500    2     2p4 2P    255812.6200    4     4f  D2*  0.0549  0.0549  0.0549
 802  4070.1420     P -2.0100 06L -2.6400     V46c      231349.9870    6     3d  4F    255912.2200    4     4f  D1*  0.0015  0.0015  0.0015
 802  4324.7900             *           *     V75c      232796.2090    6     3d  2F    255912.2200    4     4f  D1*  0.0252  0.0252  0.0252
 802  4315.6930     P -0.8400 06  -0.8800     V63c      232747.4850    6     3d  4D    255912.2200    4     4f  D1*  0.0188  0.0188  0.0188
 802  4659.0380     P -1.6500     -1.6500     V89c      234454.5700    6     3d  2D    255912.2200    4     4f  D1*  0.0078  0.0078  0.0078
 802  4263.2690     P -0.9400 06L -0.9600 10  V53c      232462.6430    6     3d  4P    255912.2200    4     4f  D1*  0.0056  0.0056  0.0056
 802  4061.2220     P -2.6100 06L -2.6500     V46c      231296.0400    4     3d  4F    255912.2200    4     4f  D1*  0.0005  0.0005  0.0005
 802  4315.3980     P -0.7900 06  -0.2600     V63c      232745.9010    4     3d  4D    255912.2200    4     4f  D1*  0.1481  0.1481  0.1481
 802  4647.8030       -0.6400     -0.6400     V89c      234402.7300    4     3d  2D    255912.2200    4     4f  D1*  0.0794  0.0794  0.0794
 802  4276.6230     P  0.0800 06   0.0700 10  V53c      232535.8600    4     3d  4P    255912.2200    4     4f  D1*  0.0995  0.0995  0.0995
 802  4446.8090       -1.0100     -1.0100     V86c      233430.4700    4     3d  2P    255912.2200    4     4f  D1*  0.0475  0.0475  0.0475
 802  2307.768              *           *                         *    4      *  2P              *    4     4f  D1*  0.0132  0.0132  0.0132
 802  4308.9990       -0.9800 06L -0.6700     V63c      232711.5630    2     3d  4D    255912.2200    4     4f  D1*  0.0178  0.0178  0.0178
 802  4288.8190       -0.0300 06  -0.0390 10  V53c      232602.4080    2     3d  4P    255912.2200    4     4f  D1*  0.1531  0.1531  0.1531
 802  4469.4780     P -0.0800     -0.0800     V86c      233544.5200    2     3d  2P    255912.2200    4     4f  D1*  0.3167  0.3167  0.3167
 802  2316.7650             *           *               212762.1500    2     2p4 2P    255912.2200    4     4f  D1*  0.0652  0.0652  0.0652
 802  4061.2050     P -2.2200 06L -2.4900     V46c      231296.0400    4     3d  4F    255912.3200    2     4f  D1*  0.0038  0.0038  0.0038
 802  4315.3930       -0.9900 06  -0.5800     V63c      232745.9010    4     3d  4D    255912.3200    2     4f  D1*  0.1792  0.1792  0.1792
 802  4647.8030             *           *     V89c      234402.7300    4     3d  2D    255912.3200    2     4f  D1*  0.0000  0.0000  0.0000
 802  4276.7100       -0.7300 06  -0.7400 10  V53c      232535.8600    4     3d  4P    255912.3200    2     4f  D1*  0.0395  0.0395  0.0395
 802  4446.7940     P -2.3900 06L -2.3900 06L           238732.6100    4     4s  4P    261214.4100    2     5p  4P*  0.0001  0.0001  0.0001
 802  2307.7680     P       *           *               212593.7300    4     2p4 2P    255912.3200    2     4f  D1*  0.0000  0.0000  0.0000
 802  4308.9990       -0.9800 06L -0.0500     V63c      232711.5630    2     3d  4D    255912.3200    2     4f  D1*  0.4547  0.4547  0.4547
 802  4288.8200       -0.0300 06  -0.0390 10  V53c      232602.4080    2     3d  4P    255912.3200    2     4f  D1*  0.3227  0.3227  0.3227
 802  4469.4580     P -3.3300     -3.3300     V86c      233544.5200    2     3d  2P    255912.3200    2     4f  D1*  0.0000  0.0000  0.0000
 802  2316.7650             *           *               212762.1500    2     2p4 2P    255912.3200    2     4f  D1*  0.0000  0.0000  0.0000
 802  4075.8620        0.7000 06   0.6900 10  V10       207002.3790    8     3p  4D*   231530.1490   10     3d  4F   1.0000  1.0000  1.0000
 802  4092.9289       -0.2400 06L -0.2530 10  V10       207002.3790    8     3p  4D*   231427.8700    8     3d  4F   0.1185  0.1185  0.1205
 802  4072.1570        0.5400 06   0.5300 10  V10       206877.7720    6     3p  4D*   231427.8700    8     3d  4F   0.8645  0.8645  0.8789
 802  5070.8000             *           *               211712.6800    6     3p  2D*   231427.8700    8     3d  4F   0.0005  0.0005  0.0005
 802   488.7171     P -2.5400     -2.5400                26810.5200    6     2p3 2D*   231427.8700    8     3d  4F   0.0164  0.0164  0.0000
 802  4357.2520             *           *     V18       208484.1190    6     3p  4P*   231427.8700    8     3d  4F   0.0002  0.0002  0.0002
 802  4106.0190       -1.5300 06L -1.5500 10  V10       207002.3790    8     3p  4D*   231349.9870    6     3d  4F   0.0069  0.0070  0.0071
 802  4085.1125       -0.1300 06  -0.1400 10  V10       206877.7720    6     3p  4D*   231349.9870    6     3d  4F   0.2157  0.2159  0.2192
 802  5090.9200             *           *               211712.6800    6     3p  2D*   231349.9870    6     3d  4F   0.0001  0.0001  0.0001
 802   488.9032     P -3.5400     -3.5400                26810.5200    6     2p3 2D*   231349.9870    6     3d  4F   0.0027  0.0027  0.0000
 802  4372.103              *           *                         *    6     3p  4P*             *    6     3d  4F   0.0000  0.0000  0.0000
 802  4069.8860        0.3500 06   0.3500 10  V10       206786.1980    4     3p  4D*   231349.9870    6     3d  4F   0.7597  0.7607  0.7723
 802  5041.9760             *           *               211522.2070    4     3p  2D*   231349.9870    6     3d  4F   0.0004  0.0004  0.0004
 802   488.9511     P -2.8100     -2.8100                26830.5700    4     2p3 2D*   231349.9870    6     3d  4F   0.0123  0.0123  0.0000
 802  4354.595              *           *                         *    4     3p  4P*             *    6     3d  4F   0.0001  0.0001  0.0001
 802  5839.353              *           *                         *    4     3p  2P*             *    6     3d  4F   0.0000  0.0000  0.0000
 802   523.8831     P -4.3600     -4.3600                40467.6900    4     2p3 2P*   231349.9870    6     3d  4F   0.0007  0.0007  0.0007
 802  5210.093              *           *                         *    4     3p  4S*             *    6     3d  4F   0.0000  0.0000  0.0000
 802   432.2455     P -4.2600     -4.2600                    0.0000 G  4     2p3 4S*   231349.9870    6     3d  4F   0.0013  0.0000  0.0000
 802  4094.1400       -1.3900 06L -1.4060 10  V10       206877.7720    6     3p  4D*   231296.0400    4     3d  4F   0.0164  0.0164  0.0164
 802  5104.944              *           *                         *    6     3p  2D              *    4     3d  4F   0.0000  0.0000  0.0000
 802   489.0322     P -4.4900     -4.4900                26810.5200    6     2p3 2D*   231296.0400    4     3d  4F   0.0006  0.0006  0.0000
 802  4382.441              *           *                         *    6     3p  4P*             *    4     3d  4F   0.0000  0.0000  0.0000
