2
%collision strengths: TZ10
%transition probabilities: TZ10-PKW09
8 11
0 0 2.380e+00
0 0 2.380e+00
0 0 2.360e+00
0 0 2.330e+00
0 0 2.250e+00
0 0 2.130e+00
2 6 4.400e-01
0 0 4.440e-01
0 0 4.530e-01
0 0 4.630e-01
0 0 4.640e-01
0 0 4.620e-01
0 0 4.570e-01
0 0 4.430e-01
0 0 4.280e-01
0 0 3.990e-01
0 0 3.600e-01
2 7 7.000e-01
0 0 7.060e-01
0 0 7.120e-01
0 0 7.080e-01
0 0 6.950e-01
0 0 6.780e-01
0 0 6.600e-01
0 0 6.260e-01
0 0 5.960e-01
0 0 5.480e-01
0 0 4.950e-01
2 8 4.510e-01
0 0 4.580e-01
0 0 4.650e-01
0 0 4.670e-01
0 0 4.610e-01
0 0 4.510e-01
0 0 4.400e-01
0 0 4.190e-01
0 0 3.990e-01
0 0 3.670e-01
0 0 3.320e-01
3 4 1.790e+00
0 0 1.780e+00
0 0 1.780e+00
0 0 1.770e+00
0 0 1.760e+00
0 0 1.760e+00
0 0 1.750e+00
0 0 1.730e+00
0 0 1.700e+00
0 0 1.630e+00
0 0 1.530e+00
3 5 4.070e+00
0 0 4.070e+00
0 0 4.060e+00
0 0 4.060e+00
0 0 4.070e+00
0 0 4.080e+00
0 0 4.080e+00
0 0 4.080e+00
0 0 4.060e+00
0 0 3.970e+00
0 0 3.830e+00
3 6 1.540e+00
0 0 1.560e+00
0 0 1.580e+00
0 0 1.580e+00
0 0 1.550e+00
0 0 1.520e+00
0 0 1.480e+00
0 0 1.410e+00
0 0 1.350e+00
0 0 1.240e+00
0 0 1.130e+00
3 7 6.280e-01
0 0 6.400e-01
0 0 6.540e-01
0 0 6.600e-01
0 0 6.530e-01
0 0 6.410e-01
0 0 6.270e-01
0 0 5.980e-01
0 0 5.710e-01
0 0 5.250e-01
0 0 4.720e-01
3 8 1.690e-01
0 0 1.800e-01
0 0 1.930e-01
0 0 2.050e-01
0 0 2.090e-01
0 0 2.090e-01
0 0 2.070e-01
0 0 2.000e-01
0 0 1.930e-01
0 0 1.770e-01
0 0 1.570e-01
4 5 1.760e+00
0 0 1.780e+00
0 0 1.800e+00
0 0 1.820e+00
0 0 1.840e+00
0 0 1.850e+00
0 0 1.860e+00
0 0 1.840e+00
0 0 1.800e+00
0 0 1.700e+00
0 0 1.540e+00
4 6 2.330e-01
0 0 2.450e-01
0 0 2.600e-01
0 0 2.740e-01
0 0 2.790e-01
0 0 2.800e-01
0 0 2.780e-01
0 0 2.710e-01
0 0 2.630e-01
0 0 2.480e-01
0 0 2.280e-01
4 7 3.280e-01
0 0 3.390e-01
0 0 3.520e-01
0 0 3.630e-01
0 0 3.660e-01
0 0 3.650e-01
0 0 3.620e-01
0 0 3.540e-01
0 0 3.450e-01
0 0 3.280e-01
0 0 3.070e-01
4 8 2.100e-01
0 0 2.190e-01
0 0 2.300e-01
0 0 2.410e-01
0 0 2.450e-01
0 0 2.460e-01
0 0 2.450e-01
0 0 2.400e-01
0 0 2.350e-01
0 0 2.240e-01
0 0 2.100e-01
5 6 8.800e-01
0 0 9.050e-01
0 0 9.360e-01
0 0 9.650e-01
0 0 9.740e-01
0 0 9.730e-01
0 0 9.660e-01
0 0 9.470e-01
0 0 9.270e-01
0 0 8.870e-01
0 0 8.320e-01
5 7 4.700e-01
0 0 4.920e-01
0 0 5.160e-01
0 0 5.380e-01
0 0 5.450e-01
0 0 5.440e-01
0 0 5.390e-01
0 0 5.250e-01
0 0 5.100e-01
0 0 4.830e-01
0 0 4.480e-01
5 8 1.810e-01
0 0 1.960e-01
0 0 2.140e-01
0 0 2.310e-01
0 0 2.380e-01
0 0 2.400e-01
0 0 2.390e-01
0 0 2.340e-01
0 0 2.280e-01
0 0 2.140e-01
0 0 1.970e-01
6 7 5.690e+00
0 0 5.590e+00
0 0 5.440e+00
0 0 5.220e+00
0 0 5.030e+00
0 0 4.860e+00
0 0 4.710e+00
0 0 4.470e+00
0 0 4.270e+00
0 0 3.950e+00
0 0 3.610e+00
6 8 2.090e+00
0 0 2.050e+00
0 0 1.990e+00
0 0 1.890e+00
0 0 1.800e+00
0 0 1.710e+00
0 0 1.640e+00
0 0 1.510e+00
0 0 1.420e+00
0 0 1.290e+00
0 0 1.170e+00
0 0 0
1 2 6.3199998e-04
1 3 2.1950000e-04
1 4 7.6399997e-02
1 5 1.9000000e-01
1 6 5.1000000e+07
1 7 5.1200000e+07
1 8 5.1300000e+07
2 3 1.7100000e-07
2 4 1.4740001e-01
2 5 1.1650000e-01
2 6 0.0000000e+00
2 7 0.0000000e+00
2 8 0.0000000e+00
3 4 7.1599998e-02
3 5 1.6050000e-01
3 6 0.0000000e+00
3 7 0.0000000e+00
3 8 0.0000000e+00
4 5 2.4299999e-07
4 6 0.0000000e+00
4 7 0.0000000e+00
4 8 0.0000000e+00
5 6 0.0000000e+00
5 7 0.0000000e+00
5 8 0.0000000e+00
6 7 0.0000000e+00
6 8 0.0000000e+00
7 8 0.0000000e+00
  1  4        0.0
  2  4    14852.9
  3  6    14884.7
  4  2    24524.8
  5  4    24571.5
  6  6    79395.4
  7  4    79756.8
  8  2    79962.6
